Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,73.31999969482422,73.5999984741211,71.08999633789062,71.45999908447266,66.69392395019531,11807900
2019-01-02,71.4000015258789,71.4800033569336,70.2300033569336,71.18000030517578,66.43260192871094,6378000
2019-01-03,71.13999938964844,71.56999969482422,70.27999877929688,70.83999633789062,66.11526489257812,6264700
2019-01-04,70.66999816894531,72.44000244140625,70.63999938964844,72.20999908447266,67.3938980102539,4567300
2019-01-07,71.88999938964844,72.38999938964844,71.05000305175781,71.51000213623047,66.74059295654297,5009200
2019-01-08,71.51000213623047,72.38999938964844,71.18000030517578,72.33999633789062,67.51522064208984,5453500
2019-01-09,72.26000213623047,72.75,71.70999908447266,72.22000122070312,67.40323638916016,3986300
2019-01-10,72.33999633789062,72.9000015258789,70.66000366210938,71.9000015258789,67.10457611083984,7266500
2019-01-11,71.18000030517578,71.44999694824219,69.41999816894531,69.8499984741211,65.19129943847656,5615400
2019-01-14,69.36000061035156,69.37000274658203,67.72000122070312,67.97000122070312,63.43668746948242,7249500
2019-01-15,67.5199966430664,68.94999694824219,67.41000366210938,68.87999725341797,64.28599548339844,5780900
2019-01-16,68.69000244140625,69.02999877929688,68.12000274658203,68.97000122070312,64.36998748779297,5575000
2019-01-17,68.76000213623047,69.25,68.54000091552734,68.94000244140625,64.34199523925781,4184300
2019-01-18,69.13999938964844,69.19999694824219,68.30000305175781,68.7699966430664,64.1833267211914,4149700
2019-01-22,68.69000244140625,68.9800033569336,68.02999877929688,68.58999633789062,64.01533508300781,5481900
2019-01-23,68.5999984741211,69.4800033569336,68.58000183105469,69.43000030517578,64.79931640625,5005600
2019-01-24,69.56999969482422,69.70999908447266,68.48999786376953,69.12999725341797,64.51931762695312,4967200
2019-01-25,68.81999969482422,69.52999877929688,68.81999969482422,69.16000366210938,64.54732513427734,5621600
2019-01-28,68.9800033569336,69.2300033569336,68.27999877929688,68.37000274658203,63.810020446777344,7980300
2019-01-29,68.80000305175781,68.94999694824219,67.47000122070312,68.69000244140625,64.10867309570312,6100500
2019-01-30,68.5,69.70999908447266,68.5,69.44000244140625,64.80864715576172,5566000
2019-01-31,69.44000244140625,70.5999984741211,69.04000091552734,70.23999786376953,65.5552749633789,8457000
2019-02-01,70.41999816894531,71.36000061035156,70.0199966430664,70.97000122070312,66.23661041259766,5090100
2019-02-04,70.86000061035156,71.70999908447266,70.51000213623047,71.44999694824219,66.68458557128906,6226500
2019-02-05,71.30999755859375,72.0,71.04000091552734,71.93000030517578,67.132568359375,4041200
2019-02-06,71.77999877929688,71.97000122070312,71.2699966430664,71.79000091552734,67.00191497802734,2893800
2019-02-07,71.80999755859375,72.66999816894531,71.38999938964844,72.66999816894531,67.8232192993164,3397700
2019-02-08,72.61000061035156,73.06999969482422,72.3499984741211,73.05000305175781,68.17788696289062,4160900
2019-02-11,72.87000274658203,73.36000061035156,72.5,72.80999755859375,67.9538803100586,3481000
2019-02-12,72.94999694824219,73.58999633789062,72.4000015258789,73.19999694824219,68.31785583496094,3938600
2019-02-13,72.98999786376953,73.41000366210938,72.69999694824219,73.25,68.36453247070312,7234100
2019-02-14,73.26000213623047,73.69000244140625,72.80999755859375,72.9000015258789,68.03787231445312,3642100
2019-02-15,73.23999786376953,73.56999969482422,73.01000213623047,73.26000213623047,68.37387084960938,4662400
2019-02-19,73.2699966430664,73.68000030517578,73.01000213623047,73.54000091552734,68.63519287109375,6081000
2019-02-20,73.5,73.77999877929688,73.2300033569336,73.54000091552734,68.63519287109375,5685700
2019-02-21,73.3499984741211,74.44000244140625,73.30999755859375,74.33999633789062,69.3818359375,3966400
2019-02-22,74.54000091552734,75.05000305175781,74.06999969482422,75.05000305175781,70.04447937011719,3219100
2019-02-25,75.11000061035156,75.23999786376953,74.33999633789062,75.12000274658203,70.10980987548828,3751100
2019-02-26,75.0,75.11000061035156,73.31999969482422,73.88999938964844,68.96185302734375,4357300
2019-02-27,73.73999786376953,74.4000015258789,73.70999908447266,74.33000183105469,69.37250518798828,3596900
2019-02-28,73.52999877929688,74.31999969482422,73.30000305175781,74.08999633789062,70.01271057128906,6208800
2019-03-01,74.12999725341797,74.87999725341797,73.7699966430664,74.79000091552734,70.6741943359375,3917700
2019-03-04,74.91999816894531,75.2699966430664,74.12999725341797,75.2699966430664,71.12776947021484,4604200
2019-03-05,75.2699966430664,75.95999908447266,75.12000274658203,75.44999694824219,71.2978744506836,6087400
2019-03-06,75.55999755859375,76.0999984741211,75.25,75.83000183105469,71.65697479248047,4963000
2019-03-07,76.11000061035156,76.47000122070312,75.8499984741211,76.12000274658203,71.93101501464844,4242900
2019-03-08,76.2300033569336,76.3499984741211,75.13999938964844,75.7300033569336,71.56246948242188,3754500
2019-03-11,75.62000274658203,76.48999786376953,75.62000274658203,76.31999969482422,72.1199951171875,3727000
2019-03-12,76.5,76.66999816894531,76.04000091552734,76.33000183105469,72.12944793701172,4095200
2019-03-13,76.3499984741211,76.52999877929688,76.13999938964844,76.30000305175781,72.1010971069336,4801400
2019-03-14,76.5999984741211,76.73999786376953,76.06999969482422,76.63999938964844,72.4223861694336,5120600
2019-03-15,76.44000244140625,77.22000122070312,76.23999786376953,77.04000091552734,72.80037689208984,13410800
2019-03-18,77.0999984741211,77.16000366210938,76.2699966430664,76.61000061035156,72.39404296875,3797600
2019-03-19,76.66999816894531,76.72000122070312,75.0,75.19000244140625,71.05218505859375,5730500
2019-03-20,75.44999694824219,75.44999694824219,74.7699966430664,74.94000244140625,70.8159408569336,4656000
2019-03-21,75.11000061035156,75.48999786376953,74.91000366210938,75.11000061035156,70.97657775878906,4049400
2019-03-22,75.19000244140625,75.88999938964844,75.05000305175781,75.5199966430664,71.36402130126953,5324200
2019-03-25,75.72000122070312,76.04000091552734,75.19999694824219,75.94000244140625,71.76091766357422,3770600
