Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,126.5999984741211,128.11000061035156,124.5,127.06999969482422,121.59048461914062,3455200
2019-01-02,124.02999877929688,127.87999725341797,123.0,126.37999725341797,120.93022918701172,4783200
2019-01-03,125.30999755859375,125.5,120.44000244140625,121.51000213623047,116.2702407836914,6165800
2019-01-04,124.16999816894531,128.58999633789062,123.69999694824219,128.14999389648438,122.62390899658203,5456600
2019-01-07,128.58999633789062,129.60000610351562,126.69999694824219,128.22999572753906,122.7004623413086,4653400
2019-01-08,129.89999389648438,131.5,128.22999572753906,129.77000427246094,124.1740493774414,4202600
2019-01-09,131.08999633789062,132.22000122070312,129.91000366210938,130.27000427246094,124.65250396728516,4865600
2019-01-10,128.61000061035156,133.1199951171875,127.25,132.9600067138672,127.22649383544922,3418500
2019-01-11,131.0800018310547,132.32000732421875,130.0500030517578,132.10000610351562,126.4035873413086,2908600
2019-01-14,130.30999755859375,132.38999938964844,129.1300048828125,131.8000030517578,126.11652374267578,4482300
2019-01-15,132.11000061035156,133.11000061035156,129.55999755859375,130.69000244140625,125.05438232421875,3224100
2019-01-16,130.75999450683594,132.52000427246094,130.24000549316406,131.66000366210938,125.9825668334961,3636900
2019-01-17,130.47000122070312,135.89999389648438,129.16000366210938,134.5399932861328,128.73834228515625,6878500
2019-01-18,135.10000610351562,137.72000122070312,133.66000366210938,136.60000610351562,131.55043029785156,6122400
2019-01-22,134.92999267578125,134.94000244140625,131.1699981689453,132.24000549316406,127.35159301757812,5188700
2019-01-23,133.0399932861328,133.49000549316406,130.14999389648438,131.82000732421875,126.94713592529297,3123600
2019-01-24,131.41000366210938,132.99000549316406,131.1999969482422,132.72999572753906,127.823486328125,3943600
2019-01-25,134.77000427246094,136.88999938964844,133.88999938964844,136.86000061035156,131.80081176757812,6417400
2019-01-28,126.98999786376953,127.80000305175781,123.1500015258789,124.37000274658203,119.77252197265625,17421400
2019-01-29,125.61000061035156,128.38999938964844,125.61000061035156,126.52999877929688,121.85266876220703,8550800
2019-01-30,127.93000030517578,131.35000610351562,126.30999755859375,130.11000061035156,125.30032348632812,7181600
2019-01-31,130.32000732421875,133.33999633789062,129.0399932861328,133.16000366210938,128.2375946044922,6643300
2019-02-01,133.02999877929688,133.86000061035156,130.11000061035156,130.91000366210938,126.07077026367188,5646700
2019-02-04,130.8800048828125,131.30999755859375,130.10000610351562,130.8800048828125,126.0418701171875,4541700
2019-02-05,130.6300048828125,132.10000610351562,130.60000610351562,132.0,127.12046813964844,3614500
2019-02-06,131.27000427246094,132.10000610351562,130.36000061035156,130.5399932861328,125.71443176269531,3098200
2019-02-07,129.2899932861328,130.44000244140625,127.36000061035156,128.77999877929688,124.01950073242188,3682100
2019-02-08,127.4800033569336,128.60000610351562,126.55000305175781,128.60000610351562,123.84616088867188,3135000
2019-02-11,128.9499969482422,130.07000732421875,128.69000244140625,128.92999267578125,124.16394805908203,2648100
2019-02-12,130.25999450683594,133.55999755859375,130.0,132.6699981689453,127.76570892333984,4505600
2019-02-13,134.1999969482422,134.30999755859375,132.4499969482422,133.10000610351562,128.1798095703125,3189600
2019-02-14,131.77999877929688,133.25,131.27000427246094,132.6199951171875,127.717529296875,2877500
2019-02-15,134.10000610351562,136.25,133.67999267578125,136.1999969482422,131.1652069091797,5217500
2019-02-19,135.35000610351562,136.97999572753906,135.0,135.8000030517578,130.77999877929688,3881300
2019-02-20,136.38999938964844,140.69000244140625,136.33999633789062,140.30999755859375,135.12326049804688,6199000
2019-02-21,139.75,140.97999572753906,138.41000366210938,138.8800048828125,133.7461395263672,4051100
2019-02-22,138.77999877929688,139.69000244140625,137.92999267578125,138.67999267578125,133.55352783203125,3485000
2019-02-25,140.99000549316406,142.5500030517578,140.17999267578125,141.41000366210938,136.1826171875,4444100
2019-02-26,136.52999877929688,139.02999877929688,135.27000427246094,137.97999572753906,132.87940979003906,7275600
2019-02-27,137.86000061035156,139.63999938964844,137.13999938964844,139.5800018310547,134.42027282714844,3441000
2019-02-28,138.5500030517578,139.0,137.13999938964844,137.33999633789062,132.26307678222656,4024000
2019-03-01,138.86000061035156,139.5,136.94000244140625,137.47000122070312,132.3882598876953,3811000
2019-03-04,138.8000030517578,139.77000427246094,137.10000610351562,138.35000610351562,133.23574829101562,3859800
2019-03-05,138.05999755859375,138.4600067138672,137.0,137.13999938964844,132.07046508789062,3122900
2019-03-06,137.5399932861328,137.66000366210938,134.72999572753906,134.8300018310547,129.84585571289062,3886000
2019-03-07,134.3800048828125,134.80999755859375,131.6199951171875,132.8000030517578,127.89089965820312,4290800
2019-03-08,130.5,132.1300048828125,130.22999572753906,131.35000610351562,126.49449157714844,4238000
2019-03-11,131.91000366210938,133.39999389648438,131.60000610351562,133.11000061035156,128.18943786621094,3914800
2019-03-12,133.24000549316406,133.3800048828125,131.9199981689453,132.47999572753906,127.58271026611328,4208800
2019-03-13,133.97999572753906,134.30999755859375,132.69000244140625,133.5,128.5650177001953,4285200
2019-03-14,132.83999633789062,134.07000732421875,132.02000427246094,133.69000244140625,128.7480010986328,3742200
2019-03-15,133.8699951171875,134.52999877929688,131.97999572753906,132.6699981689453,127.76570892333984,7049900
2019-03-18,132.6999969482422,134.1999969482422,132.52999877929688,134.10000610351562,129.14285278320312,4095400
